University,Latitude,Longitude,Logo,Rank,Type,Country,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,law_political_science,medicine_pharmacy_health_sciences,science_engineering,social_sciences_humanities,sports_physical_education,technology,others
Nagasaki University,32.7872,129.8636,https://cdn.adscientificindex.com/logos/5986.jpg,26,public,Japan,Nagasaki,10000,1949,81958192011,koho@nagasaki-u.ac.jp,https://www.nagasaki-u.ac.jp/,medicine,Nagasaki University was founded in 1949 and they are popular for medicine.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Nagoya City University,35.15,136.9667,https://cdn.adscientificindex.com/logos/5988.jpg,34,public,Japan,Aichi,5000,1950,81528538023,kikaku@sec.nagoya-cu.ac.jp,https://www.nagoya-cu.ac.jp/,"medicine, nursing",Nagoya City University was founded in 1950 and they are popular for medicine and nursing.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Nagoya Institute of Technology,35.1547,136.9256,https://cdn.adscientificindex.com/logos/5989.png,49,public,Japan,Aichi,7000,1905,81527355016,kouhou@nitech.ac.jp,https://www.nitech.ac.jp/,"engineering, architecture",Nagoya Institute of Technology was founded in 1905 and they are popular for engineering and architecture.,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Nagoya University,35.1542,136.9663,https://cdn.adscientificindex.com/logos/5991.jpg,7,public,Japan,Aichi,16000,1939,81527895111,koho@adm.nagoya-u.ac.jp,https://www.nagoya-u.ac.jp/,"engineering, physics, medicine","Nagoya University was founded in 1939 and they are popular for engineering, physics and medicine.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Nagoya University of Commerce and Business,35.1333,137.0333,https://cdn.adscientificindex.com/logos/5993.jpg,98,private,Japan,Aichi,4000,1953,81568272111,kouhou@nucba.ac.jp,https://www.nucba.ac.jp/,"business, management",Nagoya University of Commerce and Business was founded in 1953 and they are popular for business and management.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA
Nanzan University,35.1342,136.9669,https://cdn.adscientificindex.com/logos/6039.png,56,private,Japan,Aichi,10000,1949,81528323111,koho@nanzan-u.ac.jp,https://www.nanzan-u.ac.jp/,"theology, foreign languages",Nanzan University was founded in 1949 and they are popular for theology and foreign languages.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Nara Women's University,34.6842,135.8331,https://cdn.adscientificindex.com/logos/6045.png,70,public,Japan,Nara,19000,1908,81742203999,kouhou@cc.nara-wu.ac.jp,https://www.nara-wu.ac.jp/,science,Nara Women's University was founded in 1908 and they are popular for science.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Niigata University,37.9167,139.0333,https://cdn.adscientificindex.com/logos/6346.jpg,46,public,Japan,Niigata,13000,1922,81252626098,koho@adm.niigata-u.ac.jp,https://www.niigata-u.ac.jp/,"medicine, dentistry",Niigata University was founded in 1922 and they are popular for medicine and dentistry.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Obihiro University of Agriculture and Veterinary Medicine,42.9289,143.2056,https://cdn.adscientificindex.com/logos/6526.png,65,private,Japan,Hokkaido,2000,1941,81155495211,koho@obihiro.ac.jp,https://www.obihiro.ac.jp/,"veterinary medicine, agriculture",Obihiro University of Agriculture and Veterinary Medicine was founded in 1941 and they are popular for veterinary medicine and agriculture.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
Ochanomizu University,35.715,139.7614,https://cdn.adscientificindex.com/logos/6534.jpg,38,public,Japan,Tokyo,2000,1874,81359785105,koho@cc.ocha.ac.jp,https://www.ocha.ac.jp/,psychology,Ochanomizu University was founded in 1874 and they are popular for psychology.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Okayama University,34.6819,133.9183,https://cdn.adscientificindex.com/logos/6558.jpg,20,public,Japan,Okayama,14000,1922,81862517111,soumu@adm.okayama-u.ac.jp,https://www.okayama-u.ac.jp/,"medicine, engineering, agriculture","Okayama University was founded in 1922 and they are popular for medicine, engineering and agriculture.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Osaka Metropolitan University,34.6539,135.5028,https://cdn.adscientificindex.com/logos/28273.jpg,33,public,Japan,Osaka,16000,1880,81666053501,s-kikaku@omu.ac.jp,https://www.omu.ac.jp/,"medicine, engineering",Osaka Metropolitan University was founded in 1880 and they are popular for medicine and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Osaka University,34.8178,135.5194,https://cdn.adscientificindex.com/logos/6630.jpg,6,public,Japan,Osaka,24000,1931,81668797092,ryaku-soumu@office.osaka-u.ac.jp,https://www.osaka-u.ac.jp/,"medicine, engineering, physics, biotechnology","Osaka University was founded in 1931 and they are popular for medicine, engineering, physics and biotechnology.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Rikkyo University,35.7347,139.7069,https://cdn.adscientificindex.com/logos/7302.jpg,40,private,Japan,Tokyo,9000,1874,81339852202,koho@rikkyo.ac.jp,https://www.rikkyo.ac.jp/,"business, literature",Rikkyo University was founded in 1874 and they are popular for business and literature.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ritsumeikan Asia Pacific University,33.2767,131.4692,https://cdn.adscientificindex.com/logos/7311.png,22,private,Japan,Oita,7000,2000,81977781111,apu-info@apu.ac.jp,https://www.apu.ac.jp/,"international business, international relations",Ritsumeikan Asia Pacific University was founded in 2000 and they are popular for international business and international relations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Ritsumeikan University,35.0336,135.7269,https://cdn.adscientificindex.com/logos/7312.jpg,28,private,Japan,Kyoto,37000,1899,81754658163,koho-st@st.ritsumei.ac.jp,https://www.ritsumei.ac.jp/,international relations,Ritsumeikan University was founded in 1899 and they are popular for international relations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Saga University,33.2611,130.2964,https://cdn.adscientificindex.com/logos/7448.jpg,51,public,Japan,Saga,9000,1920,81952288111,kouhou@cc.saga-u.ac.jp,https://www.saga-u.ac.jp/,"medicine, agriculture",Saga University was founded in 1920 and they are popular for medicine and agriculture.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Saitama University,35.8578,139.6069,https://cdn.adscientificindex.com/logos/7536.jpg,72,public,Japan,Saitama,2000,1949,81488583036,kouhou@gr.saitama-u.ac.jp,https://www.saitama-u.ac.jp/,"education, engineering",Saitama University was founded in 1949 and they are popular for education and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Shibaura Institute of Technology,35.6206,139.7211,https://cdn.adscientificindex.com/logos/8033.jpg,32,private,Japan,Tokyo,10000,1949,81358597000,kouhou@shibaura-it.ac.jp,https://www.shibaura-it.ac.jp/,"engineering, robotics",Shibaura Institute of Technology was founded in 1949 and they are popular for engineering and robotics.,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Shiga University of Medical Science,35.0333,135.8667,https://cdn.adscientificindex.com/logos/8038.jpg,99,public,Japan,Shiga,2000,1974,81775482111,koho@belle.shiga-med.ac.jp,https://www.shiga-med.ac.jp/,"medicine, medical research",Shiga University of Medical Science was founded in 1974 and they are popular for medicine and medical research.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
Shimane University,35.4717,133.05,https://cdn.adscientificindex.com/logos/8045.jpg,72,public,Japan,Shimane,6000,1949,81852326000,koho@riko.shimane-u.ac.jp,https://www.shimane-u.ac.jp/,"medicine, agriculture",Shimane University was founded in 1949 and they are popular for medicine and agriculture.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Shinshu University,36.2489,137.9717,https://cdn.adscientificindex.com/logos/8048.jpg,58,public,Japan,Nagano,11000,1949,81262695111,kokusai@shinshu-u.ac.jp,https://www.shinshu-u.ac.jp/,medicine,Shinshu University was founded in 1949 and they are popular for medicine.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Shizuoka University,34.9667,138.4,https://cdn.adscientificindex.com/logos/8059.jpg,93,public,Japan,Shizuoka,11000,1949,81542384006,kokusai@adb.shizuoka.ac.jp,https://www.shizuoka.ac.jp/,"engineering, agriculture",Shizuoka University was founded in 1949 and they are popular for engineering and agriculture.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Showa Women's University,35.6414,139.7086,https://cdn.adscientificindex.com/logos/8070.png,97,private,Japan,Tokyo,7000,1920,81334115111,koho@swu.ac.jp,https://www.swu.ac.jp/,nursing,Showa Women's University was founded in 1920 and they are popular for nursing.,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA
Soka University,35.6778,139.3769,https://cdn.adscientificindex.com/logos/8222.jpg,61,private,Japan,Tokyo,7000,1971,81426912211,koho@soka.ac.jp,https://www.soka.ac.jp/,"education, international relations",Soka University was founded in 1971 and they are popular for education and international relations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Sophia University,35.6839,139.7406,https://cdn.adscientificindex.com/logos/8241.jpg,24,private,Japan,Tokyo,14000,1913,81332383172,pr-coord@sophia.ac.jp,https://www.sophia.ac.jp/,"foreign studies, theology, philosophy","Sophia University was founded in 1913 and they are popular for foreign studies, theology and philosophy.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
St. Luke's International University,35.6792,139.7742,https://cdn.adscientificindex.com/logos/8479.png,56,private,Japan,Tokyo,2000,1964,81335436391,koho@luke.ac.jp,https://www.luke.ac.jp/,"nursing, medicine",St. Luke's International University was founded in 1964 and they are popular for nursing and medicine.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
The University of Aizu,37.3717,139.9211,https://cdn.adscientificindex.com/logos/10801.png,27,public,Japan,Fukushima,2000,1993,81242372500,info@u-aizu.ac.jp,https://www.u-aizu.ac.jp/,"computer science, information technology",The University of Aizu was founded in 1993 and they are popular for computer science and information technology.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The University of Electro-Communications,35.6589,139.5411,https://cdn.adscientificindex.com/logos/10986.png,42,public,Japan,Tokyo,5000,1949,81424435000,kouhou@office.uec.ac.jp,https://www.uec.ac.jp/,"electronics, information technology",The University of Electro-Communications was founded in 1949 and they are popular for electronics and information technology.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
The University of Kitakyushu,33.8833,130.8833,https://cdn.adscientificindex.com/logos/4947.png,64,public,Japan,Fukuoka,7000,1946,81939644000,kouhou@kitakyu-u.ac.jp,https://www.kitakyu-u.ac.jp/,"engineering, environmental science",The University of Kitakyushu was founded in 1946 and they are popular for engineering and environmental science.,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
The University of Tokyo,35.7128,139.7619,https://cdn.adscientificindex.com/logos/11504.jpg,3,public,Japan,Tokyo,29000,1877,81358412111,kouhou@adm.u-tokyo.ac.jp,https://www.u-tokyo.ac.jp/,"law, medicine, engineering, economics","The University of Tokyo was founded in 1877 and they are popular for law, medicine, engineering and economics.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tohoku University,38.2547,140.8727,https://cdn.adscientificindex.com/logos/8927.png,1,public,Japan,Miyagi,18000,1907,81222174844,eng-somgrp@grp.tohoku.ac.jp,https://www.tohoku.ac.jp/japanese/,"materials science, engineering, medicine, physics","Tohoku University was founded in 1907 and they are popular for materials science, engineering, medicine and physics.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tokushima University,34.0667,134.5667,https://cdn.adscientificindex.com/logos/11503.png,88,public,Japan,Tokushima,8000,1949,81886567001,kouhou@tokushima-u.ac.jp,https://www.tokushima-u.ac.jp/,"medicine, engineering",Tokushima University was founded in 1949 and they are popular for medicine and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tokyo Medical and Dental University,35.6992,139.7644,https://cdn.adscientificindex.com/logos/8950.png,18,public,Japan,Tokyo,3000,1946,81358035111,soumu.adm@tmd.ac.jp,https://www.tmd.ac.jp/,"dentistry, medicine",Tokyo Medical and Dental University was founded in 1946 and they are popular for dentistry and medicine.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Tokyo University of Agriculture and Technology,35.6658,139.4783,https://cdn.adscientificindex.com/logos/8956.jpg,21,public,Japan,Tokyo,6000,1949,81423675821,kouhou@cc.tuat.ac.jp,https://www.tuat.ac.jp/,"agriculture, biotechnology, engineering","Tokyo University of Agriculture and Technology was founded in 1949 and they are popular for agriculture, biotechnology and engineering.",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,NA
Tokyo University of Foreign Studies,35.6864,139.48,https://cdn.adscientificindex.com/logos/8957.jpg,25,public,Japan,Tokyo,5000,1873,81423305170,koho@tufs.ac.jp,https://www.tufs.ac.jp/,linguistics,Tokyo University of Foreign Studies was founded in 1873 and they are popular for linguistics.,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
Tokyo University of Marine Science and Technology,35.6514,139.7422,https://cdn.adscientificindex.com/logos/8959.png,35,public,Japan,Tokyo,3000,1875,81354630400,kouhou@o.kaiyodai.ac.jp,https://www.kaiyodai.ac.jp/,"marine science, engineering",Tokyo University of Marine Science and Technology was founded in 1875 and they are popular for marine science and engineering.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA
Tokyo University of Science,35.7006,139.7528,https://cdn.adscientificindex.com/logos/8961.jpg,39,private,Japan,Tokyo,71000,1881,81471241501,kouhou@admin.tus.ac.jp,https://www.tus.ac.jp/,"science, engineering",Tokyo University of Science was founded in 1881 and they are popular for science and engineering.,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,NA
Tottori University,35.515,134.22,https://cdn.adscientificindex.com/logos/8984.jpg,78,public,Japan,Tottori,7000,1949,81857315001,kohosien@adm.tottori-u.ac.jp,https://www.tottori-u.ac.jp/,"medicine, agriculture",Tottori University was founded in 1949 and they are popular for medicine and agriculture.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Toyo University,35.7219,139.7478,https://cdn.adscientificindex.com/logos/8999.jpg,79,private,Japan,Tokyo,5000,1887,81339454515,koho@toyo.jp,https://www.toyo.ac.jp/,"business, philosophy",Toyo University was founded in 1887 and they are popular for business and philosophy.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Toyohashi University of Technology,34.7333,137.7167,https://cdn.adscientificindex.com/logos/9000.png,40,public,Japan,Aichi,1000,1976,81532446577,kouhou@office.tut.ac.jp,https://www.tut.ac.jp/,"engineering, electronics",Toyohashi University of Technology was founded in 1976 and they are popular for engineering and electronics.,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Toyota Technological Institute,35.1667,137.0833,https://cdn.adscientificindex.com/logos/9002.jpg,91,Institution,Japan,Aichi,5000,1981,81528091870,tti-koho@toyota-ti.ac.jp,https://www.toyota-ti.ac.jp/,"engineering, information technology",Toyota Technological Institute was founded in 1981 and they are popular for engineering and information technology.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Tsuda University,35.7236,139.4839,https://cdn.adscientificindex.com/logos/9043.jpg,68,private,Japan,Tokyo,4000,1900,81423425111,koho@tsuda.ac.jp,https://www.tsuda.ac.jp/,international relations,Tsuda University was founded in 1900 and they are popular for international relations.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Fukui,36.0667,136.2167,https://cdn.adscientificindex.com/logos/11013.jpg,82,public,Japan,Fukui,20000,1949,81776278111,kouhou@u-fukui.ac.jp,https://www.agu.ac.jp/,"engineering, medicine",University of Fukui was founded in 1949 and they are popular for engineering and medicine.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Hyogo,34.7281,135.0631,https://cdn.adscientificindex.com/logos/28173.png,83,public,Japan,Hyogo,400,2004,81792923111,koho@ofc.u-hyogo.ac.jp,https://www.u-hyogo.ac.jp/,"business, engineering",University of Hyogo was founded in 2004 and they are popular for business and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Miyazaki,31.8167,131.4167,https://cdn.adscientificindex.com/logos/11207.jpg,89,public,Japan,Miyazaki,6000,2003,81985859000,koho@of.miyazaki-u.ac.jp,https://www.miyazaki-u.ac.jp/,"agriculture, veterinary medicine",University of Miyazaki was founded in 2003 and they are popular for agriculture and veterinary medicine.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of the Ryukyus,26.25,127.7833,https://cdn.adscientificindex.com/logos/11328.png,100,public,Japan,Okinawa,10000,1907,81988952221,kouhou@acs.u-ryukyu.ac.jp,https://www.u-ryukyu.ac.jp/,"medicine, marine science",University of the Ryukyus was founded in 1907 and they are popular for medicine and marine science.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Toyama,36.695,137.2133,https://cdn.adscientificindex.com/logos/11509.png,75,public,Japan,Toyama,8000,1975,81764456000,kokusai@office.u-toyama.ac.jp,https://www.u-toyama.ac.jp/,"medicine, pharmacy",University of Toyama was founded in 1975 and they are popular for medicine and pharmacy.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Tsukuba,36.1111,140.1003,https://cdn.adscientificindex.com/logos/11517.jpg,9,public,Japan,Ibaraki,17000,1973,81298532111,soumu@un.tsukuba.ac.jp,https://www.tsukuba.ac.jp/,"sports science, education, physics","University of Tsukuba was founded in 1973 and they are popular for sports science, education and physics.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
University of Yamanashi,35.6667,138.5667,https://cdn.adscientificindex.com/logos/11586.png,86,public,Japan,Yamanashi,5000,1949,81552208000,koho@yamanashi.ac.jp,https://www.yamanashi.ac.jp/,"medicine, engineering",University of Yamanashi was founded in 1949 and they are popular for medicine and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Utsunomiya University,36.55,139.9333,https://cdn.adscientificindex.com/logos/11640.jpg,62,public,Japan,Tochigi,6000,1949,81286495111,kouhou@cc.utsunomiya-u.ac.jp,https://www.utsunomiya-u.ac.jp/,"agriculture, engineering",Utsunomiya University was founded in 1949 and they are popular for agriculture and engineering.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
Waseda University,35.7057,139.7199,https://cdn.adscientificindex.com/logos/11856.jpg,14,private,Japan,Tokyo,48000,1882,81332037747,koho@list.waseda.jp,https://www.waseda.jp/top/,"political science, business, literature, law","Waseda University was founded in 1882 and they are popular for political science, business, literature and law.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA
